category	author	title	type	collection	year	course
Optional	"[{:family=>""Team"", :given=>""Architecture Development""}]"	National ITS Architecture Executive Summary	article-journal	Federal Highway Administration	2003-10	29
Optional	"[{:family=>""Team"", :given=>""Architecture Development""}]"	National ITS Architecture ITS Vision Statement	article-journal	Federal Highway Administration	2003-10	29
Optional	"[{:family=>""Transportation"", :given=>""Department"", :particle=>""of""}]"	FHWA Rule on ITS Architecture and Standards			2001-01	29
Optional	"[{:family=>""Transportation"", :given=>""Department"", :particle=>""of""}]"	FTA National ITS Architecture Policy on Transit Projects			2001-01	29
Required	"[{:family=>""Sabersky"", :given=>""R.H.""}, {:family=>""Acosta"", :given=>""A.J.""}, {:family=>""Hauptmann"", :given=>""E.G.""}, {:family=>""Gates"", :given=>""E.M.""}]"	Fluid Flow			1998	114
Required	"[{:family=>""Newman"", :given=>""J.N.""}]"	Marine Hydrodynamics			1977	114
Required	"[{:family=>""Yano"", :given=>""Masayuki""}, {:family=>""Penn"", :given=>""James Douglass""}, {:family=>""Konidaris"", :given=>""George""}, {:family=>""Math"", :given=>""Anthony T.Patera""}]"	Numerics	article-journal	V1.2	2012-09	100
Required	"[{:family=>""Yano"", :given=>""Masayuki""}, {:others=>true}]"	Math	article-journal	V2.1	2013-08	101
Optional	"[{:family=>""Faltinsen"", :given=>""O.M.""}]"	Sea Loads on Ships and Offshore Structures			1993	115
Optional	"[{:family=>""Etter"", :given=>""D.M.""}]"	Introduction to MATLAB® for Engineers and Scientists			1995	115
Optional		Coefficients in Equations of Motion” (Table 13) in Principles of Naval Architecture			1990	115
Required	"[{:family=>""Heywood"", :given=>""J.B.""}]"	Internal Combustion Engine Fundamentals			1988	129
Required	"[{:family=>""Nilson"", :given=>""A.H.""}, {:family=>""Darwin"", :given=>""D.""}, {:family=>""Dolan"", :given=>""C.W.""}]"	Design of Concrete Structures	book		2004	14
Optional	"[{:family=>""Institute"", :given=>""American Concrete""}]"	Fracture Mechanics of Concrete: Concepts	article-journal	ACI Committee	1989	14
Optional	"[{:family=>""Institute"", :given=>""American Concrete""}]"	Building Code Requirements for Structural Concrete (ACI 318-02),” and “Commentary (ACI 318-02	article-journal	ACI Committee	2002	14
Optional	"[{:family=>""Aitcin"", :given=>""P.C.""}]"	High-Performance Concrete	book		1998	14
Optional	"[{:family=>""Barker"", :given=>""A.L.L.""}]"	The Ultimate Load Theory Applied to the Design of Reinforced and Prestressed Concrete Frames	book		1956	14
Optional	"[{:family=>""Bazant"", :given=>""Z.P.""}]"	Fracture Mechanics of Concrete Structures	book		1992	14
Optional	"[{:family=>""Billington"", :given=>""D.P.""}]"	Thin Shell Concrete Structures	book		1982	14
Optional	"[{:family=>""Bresler"", :given=>""B.""}]"	Design Criteria for Reinforced Concrete Columns under Axial Load and Biaxial Bending	article-journal	ACI Journal	1960	14
Optional	"[{:family=>""Bresler"", :given=>""B.""}, {:family=>""Pister"", :given=>""K.S.""}]"	Failure of Plain Concrete under Combined Stresses	article-journal	ASCE Transactions	1955-08	14
Optional		Reinforced Concrete Engineering: Volume I - Materials	book		1974	14
Optional	"[{:family=>""Buyukozturk"", :given=>""O.""}]"	Nonlinear Analysis of Reinforced Concrete Structures	article-journal	Computers and Structures	1977	14
Optional	"[{:family=>""Buyukozturk"", :given=>""O.""}]"	Imaging of Concrete Structures	article-journal	NDT & E International	1998	14
Optional	"[{:family=>""Buyukozturk"", :given=>""O.""}, {:family=>""Bazant"", :given=>""Z.P.""}]"	Creep Analysis of Structures	article-journal	Mathematical Modeling of Creep and Shrinkage of Concrete	1988	14
Optional	"[{:family=>""Buyukozturk"", :given=>""O.""}, {:family=>""Gunes"", :given=>""O.""}]"	Advances in Earthquake Risk Assessment and Hazard Reduction for Large Inventory of Structures with High Characteristic Variability	article-journal	ARI The Bulletin of The Istanbul Technical University	2002	14
Optional	"[{:family=>""Buyukozturk"", :given=>""O.""}, {:family=>""Nilson"", :given=>""A.H.""}]"	Deformation and Fracture of Particulate Composite	article-journal	Journal of the Engineering Mechanics Division	1972	14
Optional	"[{:family=>""Buyukozturk"", :given=>""O.""}, {:family=>""Shareef"", :given=>""S.S.""}]"	Constitutive Modeling of Concrete in Finite Element Analysis	article-journal	Computers & Structures	1985	14
Optional	"[{:family=>""Chattejee"", :given=>""B.K.""}]"	Theory and Design of Concrete Shells	book		1988	14
Optional	"[{:family=>""Chen"", :given=>""E.S.""}, {:family=>""Buyukozturk"", :given=>""O.""}]"	Constitutive Model for Concrete in Cyclic Compression	article-journal	Journal of Engineering Mechanics	1985	14
Optional	"[{:family=>""Chen"", :given=>""W.F.""}]"	Plasticity in Reinforced Concrete	book		1982	14
Optional	"[{:family=>""Silva"", :given=>""C.W."", :particle=>""De""}, {:family=>""Wormley"", :given=>""D.N.""}, {:family=>""Buyukozturk"", :given=>""O.""}]"	Postcracking Compliance Analysis of RC Beams	article-journal	Journal of The Structural Division	1979	14
Optional	"[{:family=>""Fardis"", :given=>""M.N.""}, {:family=>""Buyukozturk"", :given=>""O.""}]"	Shear Transfer Model for Reinforced Concrete	article-journal	Journal of The Engineering Mechanics Division	1979	14
Optional	"[{:family=>""Fardis"", :given=>""M.N.""}, {:family=>""Buyukozturk"", :given=>""O.""}]"	Shear Stiffness of Concrete by Finite Elements	article-journal	Journal of The Structural Division	1980	14
Optional	"[{:family=>""Farshad"", :given=>""M.""}]"	Design and Analysis of Shell Structures	book		1992	14
Optional	"[{:family=>""Gori"", :given=>""R.""}]"	Theoretical Performance of RC Elements Built at the Turn of the Century	article-journal	Journal of Performance of Constructed Facilities	1999	14
Optional	"[{:family=>""Gould"", :given=>""P.L.""}]"	Analysis of Shells and Plates	book		1988	14
Optional	"[{:family=>""Guidotti"", :given=>""G.""}, {:family=>""Lucchesi"", :given=>""M.""}, {:family=>""Pagni"", :given=>""A.""}, {:family=>""Pasquinelli"", :given=>""G.""}]"	Application of Shell Theory to Structural Problem Using the Finite Element Method	article-journal	Istituto CNUCE	1986	14
Optional	"[{:family=>""Hsu"", :given=>""T.T.C.""}]"	Torsion of Reinforced Concrete	book		1984	14
Optional	"[{:family=>""Ingerslev"", :given=>""A.""}]"	The Strength of Rectangular Slabs	article-journal	J. Inst. Struct. Engng	1923-01	14
Optional	"[{:family=>""Jawad"", :given=>""M.H.""}]"	Theory and Design of Plate and Shell Structures	book		1994	14
Optional	"[{:family=>""Johnson"", :given=>""K.W.""}]"	Brudlinieteorier	book		1943-07	14
Optional	"[{:family=>""Kellar"", :given=>""V.S.""}, {:family=>""Sewell"", :given=>""R.T.""}]"	Fundamentals of the Analysis and Design of Shell Structures	book		1987	14
Optional	"[{:family=>""Kupfer"", :given=>""H.""}, {:family=>""Hilsdorf"", :given=>""H.K.""}, {:family=>""Rüsch"", :given=>""H.""}]"	Behaviour of Concrete Under Biaxial Stress	article-journal	Journal of American Concrete Institute (ACI Journal	1969	14
Optional	"[{:family=>""Leet"", :given=>""K.M.""}]"	Reinforced Concrete Design: Conforms to 1995 ACI Codes	book		1997	14
Optional	"[{:family=>""Mehta"", :given=>""P.K.""}, {:family=>""Monteiro"", :given=>""P.J.M.""}]"	Concrete: Microstructure	book		1993	14
Optional	"[{:family=>""Mindess"", :given=>""S.""}, {:family=>""Young"", :given=>""J.F.""}, {:family=>""Darwin"", :given=>""D.""}]"	Concrete	book		2003	14
Optional	"[{:family=>""Mollmann"", :given=>""H.""}]"	Introduction to the Theory of Thin Shells	book		1982	14
Optional	"[{:family=>""Nawy"", :given=>""E.G.""}]"	Reinforced Concrete - A Fundamental Approach	book		2003	14
Optional	"[{:family=>""Nielsen"", :given=>""N.P.""}]"	Limit Analysis and Concrete Plasticity	book		1999	14
Optional	"[{:family=>""Nilson"", :given=>""A.H.""}, {:family=>""Darwin"", :given=>""D.""}, {:family=>""Dolan"", :given=>""C.W.""}]"	Design of Concrete Structures	book		2004	14
Optional	"[{:family=>""Niordson"", :given=>""F.I.""}]"	Shell Theory	book		1985	14
Optional	"[{:family=>""Park"", :given=>""R.""}, {:family=>""Pauley"", :given=>""T.""}]"	Reinforced Concrete Structures	book		1975	14
Optional	"[{:family=>""Park"", :given=>""R.""}, {:family=>""Gamble"", :given=>""W.L.""}]"	Reinforced Concrete Slabs	book		2002	14
Optional	"[{:family=>""Penelis"", :given=>""G.G.""}, {:family=>""Kappos"", :given=>""A.J.""}]"	Earthquake Resistant Concrete Structures	book		1997	14
Optional	"[{:family=>""Ramamurthy"", :given=>""L.N.""}]"	Investigation of the Ultimate Strength of Square and Rectangular Columns under Biaxially Eccentric Loads	article-journal	Reinforced Concrete Columns	1966	14
Optional	"[{:family=>""Sacks"", :given=>""R.""}, {:family=>""Buyukozturk"", :given=>""O.""}]"	Expert Interactive Design of R/C Columns under Biaxial Bending	article-journal	Journal of Computing in Civil Engineering	1987	14
Optional	"[{:family=>""Tasuji"", :given=>""M.E.""}, {:family=>""Slate"", :given=>""F.O.""}, {:family=>""Nilson"", :given=>""A.H.""}]"	Stress-Strain Response and Fracture of Concrete in Biaxial Loading	article-journal	ACI Journal	1978	14
Optional	"[{:family=>""Timoshenko"", :given=>""S.""}, {:family=>""Woinowsky-Krieger"", :given=>""S.""}]"	Theory of Plates and Shells	book		1959	14
Optional	"[{:family=>""Wempner"", :given=>""G.""}, {:family=>""Talaslidis"", :given=>""D.""}]"	Mechanics of Solids and Shells: Theories and Applications	book		2003	14
Optional	"[{:family=>""William"", :given=>""K.J.""}, {:family=>""Warnke"", :given=>""E.P.""}]"	Constitutive Model for The Triaxial Behavior of Concrete	article-journal	Int. Assoc. Bridge Struct. Engng. Proc	1975	14
Optional	"[{:family=>""Wium"", :given=>""D.J.W.""}, {:family=>""Buyukozturk"", :given=>""O.""}]"	Behavior of Precast Segmental Concrete Bridges	report		1984	14
Optional	"[{:family=>""Wium"", :given=>""D.J.W.""}, {:family=>""Buyukozturk"", :given=>""O.""}]"	Variability in Long-term Concrete Deformations	article-journal	Journal of Structural Engineering	1985	14
Optional	"[{:family=>""Wood"", :given=>""R.H.""}]"	Plastic and Elastic Design of Slabs and Plates	book		1961	14
Optional	"[{:family=>""Zingoni"", :given=>""A.""}]"	Shell Structures in Civil and Mechanical Engineering	book		1997	14
Optional	"[{:family=>""Fischer"", :given=>""Hugo""}, {:family=>""John List"", :given=>""C.Robert Koh""}, {:family=>""Imberger"", :given=>""Jorg""}, {:family=>""Brooks"", :given=>""Norman""}]"	Mixing in Inland and Coastal Waters			1979	16
Required	"[{:family=>""Bathe"", :given=>""K.J.""}]"	Finite Element Procedures			2014	103
Required	"[{:family=>""Newman"", :given=>""J.N.""}]"	Marine Hydrodynamics			1977	117
Optional		Readings in Marine Hydrodynamics				117
Optional	"[{:family=>""Mei"", :given=>""Chiang C.""}]"	The Applied Dynamics of Ocean Surface Waves	book		1989	117
Optional	"[{:family=>""Faltinsen"", :given=>""O.M.""}]"	Sea Loads on Ships and Offshore Structures			1993	117
Optional	"[{:family=>""Laitone"", :given=>""Edmund V.""}, {:family=>""Wehausen"", :given=>""John V.""}]"	Surface Waves	chapter	Encyclopedia of Physics	1960	117
Required	"[{:family=>""Kerwin"", :given=>""Justin""}]"	Lecture Notes on Hydrofoils and Propellers			2001-01	116
Optional	"[{:family=>""Strang"", :given=>""Gilbert""}]"	Introduction to Linear Algebra			2016	102
Optional	"[{:family=>""Strang"", :given=>""Gilbert""}]"	Linear Algebra and Learning from Data			2019	102
Optional	"[{:family=>""Strang"", :given=>""Gilbert""}]"	Linear Algebra for Everyone			2020	102
Required	"[{:family=>""Strang"", :given=>""Gilbert""}]"	Differential Equations and Linear Algebra			2014	102
Required	"[{:family=>""Larson"", :given=>""Richard C.""}, {:family=>""Odoni"", :given=>""Amedeo R.""}]"	Urban Operations Research			2007	26
Required	"[{:family=>""Grier"", :given=>""Nathaniel""}]"	Formulating a Mathematical Program: An Overview	chapter	2001		32
Required	"[{:family=>""Blais"", :given=>""J.Y.""}, {:family=>""Lamont"", :given=>""J.""}, {:family=>""Rousseau"", :given=>""J.M.""}]"	The HASTUS Vehicle and Manpower Scheduling System at the Societe de transport de la Communaute urbaine de Montreal	article-journal	Interfaces	1990	32
Required	"[{:literal=>""Odoni, A. R., J. -M. Rousseau, and N. H. M. Wilson.""}]"	Models in Urban and Air Transportation.” Chapter 5 in Operations Research and the Public Sector			1994	32
Required	"[{:family=>""Shen"", :given=>""S.""}]"	Vehicle and Crew Scheduling			2000	32
Required	"[{:family=>""Barnhart"", :given=>""C.""}, {:family=>""Cohn"", :given=>""A.M.""}, {:family=>""Johnson"", :given=>""E.L.""}, {:family=>""Klabjan"", :given=>""D.""}, {:family=>""Nemhauser"", :given=>""G.L.""}, {:family=>""Vance"", :given=>""P.H.""}]"	Airline Crew Scheduling	chapter	Handbook of Transportation Science	2001-11	32
Required	"[{:family=>""Cohn"", :given=>""A.""}]"	Making the Trade-off Between Optimality and Tractability When Solving Large Transportation Models: A Case Study on the Airline Industry	chapter	2000		32
Optional	"[{:family=>""Bradley"", :given=>""S.P.""}, {:family=>""Hax"", :given=>""A.C.""}, {:family=>""Magnanti"", :given=>""T.L.""}]"	Applied Mathematical Programming			1977	32
Optional	"[{:family=>""Winston"", :given=>""W.L.""}]"	Operations Research: Applications and Algorithms			1994	32
Required	"[{:family=>""Modest"", :given=>""Michael F.""}]"	Radiative Heat Transfer			2003	127
Optional	"[{:family=>""Hidrovo"", :given=>""C.H.""}, {:family=>""Hart"", :given=>""D.P.""}]"	Dual Emission Laser Induced Fluorescence Technique (DELIF) for Oil Film Thickness and Temperature Measurement	paper-conference	Proceedings of the ASME Fluids Engineering Division Summer Meeting	2000	133
Optional	"[{:family=>""Manz"", :given=>""Devon""}, {:family=>""Cheng"", :given=>""Wai""}]"	On-Line Measurements of Engine Oil Aeration by X-Ray Absorption	paper-conference	Proceedings of the ASME Internal Combustion Engine Division Spring Technical Conference		133
Required	"[{:family=>""Chen"", :given=>""Gang""}]"	Nanoscale Energy Transport and Conversion: A Parallel Treatment of Electrons			2005	126
Optional	"[{:family=>""Griffiths"", :given=>""D.J.""}]"	Quantum Mechanics	chapter	Introduction to Quantum Mechanics	1994	126
Optional	"[{:family=>""Kittel"", :given=>""C.""}]"	Solid-State Physics	chapter	Introduction to Solid State Physics	1995	126
Optional	"[{:family=>""Born"", :given=>""M.""}, {:family=>""Wolf"", :given=>""E.""}]"	Electromagnetism	chapter	Principles of Optics: Electromagnetic Theory of Propagation	1999	126
Optional	"[{:family=>""Sze"", :given=>""S.M.""}]"	Electronics	chapter	Physics of Semiconductor Devices	1981	126
Optional	"[{:family=>""Kittel"", :given=>""C.""}, {:family=>""Kroemer"", :given=>""H.""}]"	Thermal Physics	chapter	Thermal Physics	1980	126
Optional	"[{:family=>""Vincenti"", :given=>""W.G.""}, {:family=>""Kruger"", :given=>""C.H."", :suffix=>""Jr""}]"	Kinetic Theory	chapter	Introduction to Physical Gas Dynamics	1975	126
Required	"[{:family=>""Daganzo"", :given=>""C.F.""}]"	Fundamentals of Transportation and Traffic Operations	article-journal	Chapters	1997	33
Required	"[{:family=>""Odoni"", :given=>""A.R.""}, {:family=>""Rousseau"", :given=>""J.M.""}, {:family=>""Wilson"", :given=>""N.H.M.""}]"	Models in Urban and Air Transportation	chapter	Chapter 5 in Handbooks in Operations Research and Management Science	1994	33
Required	"[{:family=>""Gabard"", :given=>""J.F.""}]"	Car-Following Models	chapter	Concise Encyclopedia of Traffic & Transportation Systems	1991	33
Required	"[{:family=>""Daganzo"", :given=>""C.F.""}]"	Fundamental Diagrams	chapter	Fundamentals of Transportation and Traffic Operations	1997	33
Required	"[{:family=>""Cohen"", :given=>""S.""}]"	Flow Variables	chapter	Concise Encyclopedia of Traffic & Transportation Systems	1991	33
Required	"[{:family=>""Sheffi"", :given=>""Y.""}]"	Urban Transportation Networks			1985	33
Required	"[{:family=>""Larson"", :given=>""R.C.""}, {:family=>""Odoni"", :given=>""A.R.""}]"	Urban Operations Research	article-journal	Chapter	1981	33
Required	"[{:family=>""Burkard"", :given=>""R.E.""}]"	Shortest Path Algorithms	chapter	Concise Encyclopedia of Traffic and Transportation Systems	1991	33
Required	"[{:family=>""Sheffi"", :given=>""Y.""}]"	Urban Transportation Networks	book		1985	33
Required	"[{:family=>""Daganzo"", :given=>""C.F.""}]"	Equilibrium Analysis	chapter	Chapter 5 in Fundamentals of Transportation and Traflic Operations	1997	33
Required	"[{:family=>""Daganzo"", :given=>""C.F.""}]"	_Fundamentals of Transportation and Traffic Operations._Pergamon Press-Elsevier Science			1997	33
Required	"[{:family=>""Wattleworth"", :given=>""J.A.""}]"	Peak-Period Analysis and Control of a Freeway System	article-journal	Highway Research Record	1967	33
Required	"[{:family=>""Papageorgiou"", :given=>""M.""}]"	A New Approach to Time-of-Day Control Based on a Dynamic Freeway Traffic Model	article-journal	Transportation Research	1980	33
Required	"[{:family=>""Makigami"", :given=>""Y.""}]"	On-Ramp Control: Coordinated Time-of-Day Strategies	chapter	Concise Encyclopedia of Traffic and Transportation Systems	1991	33
Required	"[{:family=>""M."", :given=>""Hillier F.""}, {:family=>""Lieberman"", :given=>""G.J.""}]"	Queueing Theory	chapter	Chapter 15 in Introduction to Operations Research	1995	33
Required	"[{:family=>""M."", :given=>""Hillier F.""}, {:family=>""Lieberman"", :given=>""G.J.""}]"	Simulation	chapter	Chapter 21 in Introduction to Operations Research	1995	33
Required	"[{:family=>""Webster"", :given=>""F.V.""}]"	Traffic Signal Settings	article-journal	Road Research Technical Paper	1958	33
Required	"[{:family=>""Odoni"", :given=>""A.R.""}]"	Issues in Air Traffic Flow Management				33
Required	"[{:family=>""Barcelo"", :given=>""J.""}]"	Traffic Management Systems	chapter	Concise Encyclopedia of Traffic and Transportation Systems	1991	33
Required	"[{:family=>""Stathopoulos"", :given=>""A.""}]"	Route Guidance	chapter	Concise Encyclopedia of Traffic and Transportation Systems	1991	33
Optional	"[{:family=>""Daganzo"", :given=>""Carlos F.""}]"	Logistics Systems Analysis	book		1991	33
Optional	"[{:family=>""Watson"", :given=>""H.""}]"	Computer Simulation in Business	book		1981	33
Optional	"[{:family=>""Nersesian"", :given=>""R.""}, {:family=>""Swartz"", :given=>""G.Boyd""}]"	Computer Simulation in Logistics	book		1996	33
Optional	"[{:family=>""Smith"", :given=>""J.U.M.""}]"	Computer Simulation Models	book		1968	33
Optional	"[{:family=>""Manual"", :given=>""Highway Capacity""}]"	Transportation Research Board	book		1985	33
Required	"[{:family=>""Horowitz"", :given=>""Ellis""}, {:family=>""Sahni"", :given=>""Sartaj""}, {:family=>""Rajasekaran"", :given=>""Sanguthevar""}]"	Computer Algorithms / C++			2007	27
Required	"[{:family=>""Cormen"", :given=>""Thomas""}, {:family=>""Leiserson"", :given=>""Charles""}, {:family=>""Rivest"", :given=>""Ronald""}, {:family=>""Stein"", :given=>""Clifford""}]"	Introduction to Algorithms			2001	27
Required	"[{:family=>""Horstmann"", :given=>""Cay""}]"	Big Java			2009	27
Required	"[{:family=>""Syverson"", :given=>""Bryan""}, {:family=>""Murach"", :given=>""Joel""}]"	Murach’s SQL Server 2005 for Developers	book		2006	27
Required	"[{:family=>""Fisher"", :given=>""Maydene""}, {:family=>""Ellis"", :given=>""Jon""}, {:family=>""Bruce"", :given=>""Jonathan""}]"	JDBC API Tutorial and Reference			2003	27
Required	"[{:family=>""Newell"", :given=>""C.""}]"	Application of Queuing Theory			1982	27
Required	"[{:family=>""Press"", :given=>""William""}, {:family=>""Teukolsky"", :given=>""Saul""}, {:family=>""Vetterling"", :given=>""William""}, {:family=>""Flannery"", :given=>""Brian""}]"	Numerical Recipes: The Art of Scientific Computing			2007	27
Required	"[{:family=>""Sheffi"", :given=>""Yosef""}]"	Urban Transportation Networks: Equilibrium Analysis with Mathematical Programming Methods			1985	27
Required	"[{:family=>""Kocur"", :given=>""George""}, {:family=>""Hendrickson"", :given=>""Chris""}]"	Design of Local Bus Service with Demand Equilibration	article-journal	Transportation Science	1982	27
Optional		American Society for Testing and Materials (ASTM	chapter	Annual Book of ASTM Standards	2000	19
Required	"[{:family=>""Isenberg"", :given=>""Daniel J.""}]"	How Senior Managers Think	article-journal	Harvard Business Review (November-December		31
Required	"[{:family=>""Lindblom"", :given=>""Charles""}]"	The Science of Muddling Through	article-journal	Public Administration Review	1989	31
Required	"[{:family=>""Zaleznik"", :given=>""Abraham""}]"	Management and Leaders: Are They Different?	article-journal	Harvard Business Review	1992-03	31
Required	"[{:family=>""Kanter"", :given=>""Rosabeth Moss""}]"	The New Managerial Work	article-journal	Harvard Business Review (November-December		31
Required	"[{:family=>""Wack"", :given=>""Pierre""}]"	Scenarios: Shooting the Rapids	article-journal	Harvard Business Review	1985-11	31
Required	"[{:family=>""Zack"", :given=>""Michael""}]"	Developing a Knowledge Strategy	article-journal	California Management Review	1999-04	31
Required	"[{:family=>""Mintzberg"", :given=>""Henry""}]"	The Fall and Rise of Strategic Planning	article-journal	Harvard Business Review	1994-01	31
Required	"[{:family=>""Jick"", :given=>""Todd D.""}]"	The Vision Thing	article-journal	Harvard Business School Case	1989	31
Required	"[{:family=>""Hazard"", :given=>""J.""}]"	Managing National Transportation Policy	chapter	Chapter 2 in The Federal Executive Setting	1989	31
Required	"[{:family=>""Coughlin"", :given=>""Joseph F.""}]"	Can a Cabinet Official Innovate? Entrepreneurial Politics and National Transportation Policy	article-journal	Public Works Management and Policy	1997-01	31
Required	"[{:family=>""Vogel"", :given=>""David J.""}]"	The Study of Business and Politics	article-journal	California Management Review	1996	31
Required	"[{:family=>""Kanter"", :given=>""Rosabeth Moss""}]"	The Institutional Perspective on Management	article-journal	Harvard Business School Research Note	1997	31
Required		Public Policy and the Manager	article-journal	Harvard Business School Research Note	1993	31
Required	"[{:family=>""Leone"", :given=>""Robert""}]"	Technology-Forcing Public Policies and the Automobile	chapter	Essays in Transportation Economics and Policy	1999	31
Required	"[{:family=>""Lave"", :given=>""Charles""}, {:family=>""Lave"", :given=>""Lester""}]"	Fuel Economy and Auto Safety Regulation: Is the Cure Worse than the Disease?	chapter	Essays in Transportation Economics and Policy	1999	31
Required		Unocal Corporation’s SCRAP: Crushing Old Cars for Credit	article-journal	Harvard Business School Case	1991	31
Required	"[{:family=>""Hart"", :given=>""Stuart""}]"	Beyond Greening: Strategies for a Sustainable World	article-journal	Harvard Business Review	1997-01	31
Required	"[{:family=>""Public Policy Studies"", :given=>""Diebold Institute"", :particle=>""for""}]"	The Need for Cooperation between the Public and Private Sectors,” and “The European ITS Experience: Lessons for the United States	chapter	Chapter 5	1995	31
Required	"[{:family=>""Sisodia"", :given=>""Rajendra""}]"	Singapore Invests in the Nation-Corporation	article-journal	Harvard Business Review (May-June		31
Required	"[{:family=>""Goetz""}, {:family=>""Szyliowicz"", :given=>""J.""}]"	Revisiting Transportation Planning and Decision Making Theory: The Case of Denver International Airport	article-journal	Transportation Research A	1997	31
Required		BAE Automated Systems: Denver International Airport Baggage-Handling System	article-journal	Harvard Business School Case	1996	31
Required	"[{:family=>""Truitt"", :given=>""Lawrence""}, {:family=>""Esler"", :given=>""Michael""}]"	Airport Privatization: Full Divesture and Its Alternatives	article-journal	Policy Studies Journal	1996	31
Required	"[{:family=>""Gomez"", :given=>""Jose A.""}, {:family=>""Meyer"", :given=>""John""}]"	Going Private: The International Experience with Transport Privatization			1993	31
Required	"[{:family=>""Ray"", :given=>""Sally J.""}]"	Strategic Communications in Crisis Management			1999	31
Required		Massachusetts Bay Transportation Authority (MBTA) Commuter Train and AMTRAK Train Collision	article-journal	Harvard Business School Case	1990	31
Required	"[{:family=>""Christensen"", :given=>""Clayton""}, {:family=>""Overdorf"", :given=>""Michael""}]"	Meeting the Challenge of Disruptive Change	article-journal	Harvard Business Review (March-April		31
Required	"[{:family=>""Rosegrant"", :given=>""Susan""}, {:family=>""Jick"", :given=>""Todd""}]"	Northwest Airlines Confronts Change	article-journal	Harvard Business School Case	1996	31
Required	"[{:family=>""Prahalad"", :given=>""C.K.""}, {:family=>""Lieberthal"", :given=>""Kenneth""}]"	The End of Corporate Imperialism	article-journal	Harvard Business Review (July-August		31
Required	"[{:family=>""Rosenzweig"", :given=>""Philip""}]"	Mercedes-Benz	article-journal	Harvard Business School Case	1993	31
Required	"[{:family=>""Small"", :given=>""Kenneth""}, {:family=>""Verhoef"", :given=>""Erik T.""}]"	The Economics of Urban Transportation			2007	25
Required		Essays in Transportation Economics and Policy: A Handbook in Honor of John R			1999	25
Required	"[{:family=>""Cascetta"", :given=>""Ennio""}]"	Transportation Systems Analysis: Models and Applications			2009	25
Required	"[{:family=>""Meyer"", :given=>""Michael""}, {:family=>""Miller"", :given=>""Eric""}]"	Urban Transportation Planning			2000	25
Required	"[{:family=>""Rye"", :given=>""T.""}, {:family=>""Wilson"", :given=>""Nigel H.M.""}]"	The Urban Bus Situation in the UK: Recent Developments and a Case Study of Edinburgh	chapter	TRAIL Seminar on Competition	2002-03	25
Required	"[{:family=>""Guo"", :given=>""Zhan""}, {:family=>""Wilson"", :given=>""Nigel H.M.""}]"	Assessment of the Transfer Penalty for Transit Trips: A GIS-Based Disaggregate Modeling Approach	article-journal	Transportation Research Record	2004	25
Required	"[{:family=>""Meersman"", :given=>""Hilde""}, {:family=>""Voorde"", :given=>""Eddy"", :particle=>""Van de""}]"	Dynamic Ports Within a Globalised World	paper-conference	17th International ITF/OECD Symposium on Transport Economics and Policy: Benefitting from Globalisation: Transport Sector Contribution and Policy Challenges	2008	25
Required	"[{:family=>""Voorde"", :particle=>""Van de""}, {:given=>""Eddy""}]"	What Future the Maritime Sector?	article-journal	Research in Transportation Economics	2005	25
Required	"[{:family=>""Bowman"", :given=>""J.L.""}, {:family=>""Gopinath"", :given=>""D.""}, {:family=>""Ben-Akiva"", :given=>""Moshe""}]"	Estimating the Probability Distribution of a Travel Demand Forecast			2002	25
Required	"[{:family=>""Lam"", :given=>""T.C.""}, {:family=>""Small"", :given=>""Kenneth""}]"	The Value of Time and Reliability: Measurement from a Value Pricing Experiment	article-journal	Transportation Research Part E	2001	25
Required	"[{:family=>""Smith"", :given=>""Barry""}, {:others=>true}]"	Yield Management at American Airlines	article-journal	Interfaces	1992	25
Required	"[{:family=>""Barnhart"", :given=>""Cynthia""}, {:others=>true}]"	Applications of Operations Research in the Air Transport Industry	article-journal	Transportation Science	2003	25
Required	"[{:family=>""Boyd"", :given=>""E.Andrew""}, {:family=>""Kallesen"", :given=>""Royce""}]"	The Science of Revenue Management when Passengers Purchase the Lowest Available Fare	article-journal	Journal of Revenue and Pricing Management	2004	25
Required	"[{:family=>""Wachs"", :given=>""Martin""}]"	Improving Efficiency and Equity in Transportation Finance	book		2003	25
Required		Surface Transportation: Many Factors Affect Investment Decisions	book		2004	25
Required		Cities on the Move: A World Bank Urban Transport Strategy Review			2002	25
Required	"[{:family=>""Srinivasan"", :given=>""Karthik K.""}, {:family=>""Bhargav"", :given=>""P.V.Lakshmi""}, {:family=>""Ramadurai"", :given=>""Gitakrishnan""}, {:family=>""Muthuram"", :given=>""Vidhya""}, {:family=>""Srinivasan"", :given=>""Sumeeta""}]"	Determinants of Changes in Mobility and Travel Patterns in Developing Countries: Case Study of Chennai	article-journal	Transportation Research Record	2008	25
Required	"[{:family=>""Murphy"", :given=>""Sean""}]"	Big Dig Pushes Bottlenecks Outward	article-journal	Boston Globe	2008-11-16	25
Optional	"[{:family=>""Heaver"", :given=>""T.""}, {:family=>""Meersman"", :given=>""Hilde""}, {:family=>""Voorde"", :given=>""Eddy"", :particle=>""Van de""}]"	Co-operation and Competition in Internal Container Transport	article-journal	Maritime Policy and Management	2001	25
Optional	"[{:family=>""Meersman"", :given=>""Hilde""}]"	Port Investments in an Uncertain Environment	article-journal	Research in Transportation Economics	2005	25
