category	author	title	type	collection	year	course
Required	"[{:family=>""EPA"", :given=>""U.S.""}]"	Technical Approaches to Characterizing and Cleaning Up Brownfields Sites	chapter	Report Number EPA/625/R-00/009. National Risk Management Research Laboratory	2001-11-06	40
Optional	"[{:family=>""Etter"", :given=>""Dolores""}, {:family=>""Kuncicky"", :given=>""David""}, {:family=>""Moore"", :given=>""Holly""}]"	Introduction to MATLAB 6			2003	6
Optional	"[{:family=>""Etter"", :given=>""Dolores""}]"	Introduction to MATLAB for Engineers and Scientists			1996	6
Optional	"[{:family=>""Etter"", :given=>""Dolores""}]"	Engineering Problem Solving with MATLAB			2006	6
Optional	"[{:family=>""Harte"", :given=>""John""}]"	Consider a Spherical Cow: A Course in Environmental Problem Solving			1988	6
Optional	"[{:family=>""Harte"", :given=>""John""}]"	Consider a Cylindrical Cow: More Adventures in Environmental Problem Solving			2001	6
Optional	"[{:family=>""Fay"", :given=>""James A.""}, {:family=>""Golomb"", :given=>""Dan S.""}]"	Energy and the Environment			2002	6
Optional	"[{:family=>""Ness"", :given=>""H.C."", :particle=>""Van""}]"	Understanding Thermodynamics			1983	6
Optional	"[{:family=>""Smith"", :given=>""E.Brian""}]"	Basic Chemical Thermodynamics			2004	6
Optional	"[{:family=>""Sonntag"", :given=>""Richard E.""}, {:family=>""Borgnakke"", :given=>""Claus""}, {:family=>""Wylen"", :given=>""Gordon J."", :particle=>""Van""}]"	Fundamentals of Thermodynamics			2002	6
Required	"[{:family=>""Fischer"", :given=>""Hugo B.""}, {:family=>""List"", :given=>""John E.""}, {:family=>""Koh"", :given=>""C.Robert""}, {:family=>""Imberger"", :given=>""Jorg""}, {:family=>""Brooks"", :given=>""Norman H.""}]"	Mixing in Inland and Coastal Waters			1979	54
Optional	"[{:family=>""ischer"", :given=>""Hugo B.""}, {:family=>""List"", :given=>""John E.""}, {:family=>""Koh"", :given=>""C.Robert""}, {:family=>""Imberger"", :given=>""Jorg""}, {:family=>""Brooks"", :given=>""Norman H.""}]"	Mixing in Inland and Coastal Waters			1979	54
Optional	"[{:family=>""Chapra"", :given=>""Steven C.""}]"	Surface Water Quality Modeling			1996	54
Optional	"[{:family=>""Clark"", :given=>""Mark M.""}]"	Transport Modeling for Environmental Engineers and Scientists			1996	54
Optional	"[{:family=>""DiToro"", :given=>""Dominic M.""}]"	Sediment Flux Modeling			2000	54
Optional	"[{:family=>""Agency"", :given=>""Environmental Protection""}]"	Water Quality Assessment: A Screening Procedure for Toxic and Conventional Pollutants in Surface and Ground Water: Parts I and II			1985	54
Optional	"[{:family=>""Holley"", :given=>""Edward R.""}, {:family=>""Jirka"", :given=>""Gerhard H.""}]"	Mixing in Rivers	chapter	Environmental and Water Quality Operational Studies	1986	54
Optional	"[{:family=>""Martin"", :given=>""James L.""}, {:family=>""McCutcheon"", :given=>""Steven C.""}]"	Hydrodynamics and Transport for Water Quality Modeling			1999	54
Optional		Mathematical Modeling of Water Quality: Streams			1983	54
Optional	"[{:family=>""Rutherford"", :given=>""J.C.""}]"	River Mixing			1994	54
Optional	"[{:family=>""Schnoor"", :given=>""Jerald L.""}]"	Environmental Modeling: Fate and Transport of Pollutants in Water			1996	54
Optional	"[{:family=>""Thomann"", :given=>""Robert V.""}, {:family=>""Mueller"", :given=>""John A.""}]"	Principles of Surface Water Quality Modeling and Control			1997	54
Required	"[{:family=>""Williams"", :given=>""James H."", :suffix=>""Jr""}]"	Fundamentals of Applied Dynamics	book		1996	68
Optional	"[{:family=>""Rao"", :given=>""S.S.""}]"	Mechanical Vibrations	book		1995	68
Optional	"[{:family=>""Beer"", :given=>""Ferdinand Pierre""}]"	Vector Mechanics for Engineers	book		1988	68
Optional	"[{:family=>""Techet"", :given=>""A.H.""}, {:family=>""Truscott"", :given=>""T.T.""}, {:family=>""Thompson"", :given=>""M.K.""}]"	Integration of hands-on laboratory modules to enhance the introduction of ocean science and engineering to undergraduates	paper-conference	Proceedings of IEEE/MTS Oceans/Boston 2006 Conference	2006-09	83
Required	"[{:family=>""Stewart"", :given=>""Robert""}]"	Introduction to Physical Oceanography			2005-08~	83
Optional	"[{:family=>""Denny"", :given=>""Mark W.""}]"	Air and Water: The Biology and Physics of Life’s Media			1993	83
Optional	"[{:family=>""Dorn"", :given=>""W.G."", :particle=>""Van""}]"	Oceanography and Seamanship			1993	83
Optional	"[{:family=>""H."", :given=>""Medwin""}, {:family=>""Clay"", :given=>""C.S.""}]"	Fundamentals of Acoustical Oceanography	book		1998	83
Optional	"[{:family=>""Littlefield"", :given=>""B.""}, {:family=>""Hanselman"", :given=>""D.""}]"	Mastering MATLAB® 6	book		2001	83
Optional	"[{:family=>""Urick"", :given=>""R.J.""}]"	Principles of Underwater Sound	book		1983	83
Optional	"[{:family=>""Knauss"", :given=>""J.A.""}]"	Introduction to Physical Oceanography	book		1997	83
Optional	"[{:family=>""University"", :given=>""Open""}]"	Ocean Circulation	book		1989	83
Required	"[{:family=>""Engel"", :given=>""T.""}, {:family=>""Reid"", :given=>""P.""}]"	Physical Chemistry			2005	169
Required	"[{:family=>""Allen"", :given=>""S.M.""}, {:family=>""Thomas"", :given=>""E.L.""}]"	The Structure of Materials			1999	169
Optional	"[{:family=>""Rohrer"", :given=>""G.""}]"	Structure and Bonding in Crystalline Materials			2001	169
Optional	"[{:family=>""Atkins"", :given=>""P.W.""}, {:family=>""Paula"", :given=>""J."", :particle=>""de""}]"	Physical Chemistry			2002	169
Optional	"[{:family=>""Nye"", :given=>""J.F.""}]"	Physical Properties of Crystals: Their Representation by Tensors and Matrices			1985	169
Optional	"[{:family=>""Mortimer"", :given=>""R.G.""}]"	Physical Chemistry			2000	169
Optional	"[{:family=>""Thaller"", :given=>""B.""}]"	Visual Quantum Mechanics			2002	169
Optional	"[{:family=>""Bransden"", :given=>""B.H.""}, {:family=>""Joachain"", :given=>""C.J.""}]"	Quantum Mechanics			2000	169
Optional	"[{:family=>""Bransden"", :given=>""B.H.""}, {:family=>""Joachain"", :given=>""C.J.""}]"	Physics of Atoms and Molecules			2003	169
Optional	"[{:family=>""Petrucci"", :given=>""R.H.""}, {:family=>""Harwood"", :given=>""W.S.""}, {:family=>""Herring"", :given=>""F.G.""}]"	General Chemistry: Principles and Modern Applications			2001	169
Optional	"[{:family=>""Dill"", :given=>""K.A.""}, {:family=>""Bromberg"", :given=>""S.""}]"	Molecular Driving Forces			2002	169
Optional	"[{:family=>""Bent"", :given=>""H.A.""}]"	The Second Law			1965	169
Optional	"[{:family=>""Callen"", :given=>""H.B.""}]"	Thermodynamics			1960	169
Optional	"[{:family=>""Denbigh"", :given=>""K.G.""}]"	The Principles of Chemical Equilibrium			1981	169
Required	"[{:family=>""Smith"", :given=>""D.Y.""}]"	Spin-Orbit Effects in the F and K Bands of Colored Alkali Halides	article-journal	Physical Review B	1972-07-15	169
Required	"[{:family=>""Binning"", :given=>""G.""}, {:family=>""Rohrer"", :given=>""H.""}]"	Scanning tunneling microscopy - from birth to adolescence	article-journal	Reviews of Modern Physics	1987	169
Required	"[{:family=>""Zemansky"", :given=>""M.W.""}, {:family=>""Dittman"", :given=>""R.H.""}]"	Work	chapter	Heat and Thermodynamics	1996	169
Required	"[{:family=>""Callister"", :given=>""W.D."", :suffix=>""Jr""}]"	Magnetic Properties	chapter	Fundamentals of Materials Science and Engineering	2004	169
Required	"[{:given=>""Dill""}, {:given=>""Bromberg""}]"	How to Design a Fundamental Equation	chapter	Molecular Driving Forces	2003	169
Required	"[{:family=>""Lupis"", :given=>""C.H.P.""}]"	Stability of one-component systems	chapter	Chemical Thermodynamics of Materials	1983	169
Required	"[{:family=>""Callen"", :given=>""H.B.""}]"	Stability of Thermodynamic Systems	chapter	Thermodynamics and an Introduction to Thermostatistics	1985	169
Required	"[{:family=>""Wang"", :given=>""X.""}, {:family=>""Scandolo"", :given=>""S.""}, {:family=>""Car"", :given=>""R.""}]"	Carbon Phase Diagrams from Ab Initio Molecular Dynamics	article-journal	Physical Review Letters	2005-10-28	169
Required	"[{:given=>""Gaskell""}]"	The free energy of solution	chapter	Chapter 11.5 in Introduction to Metallurgical Thermodynamics		169
Required	"[{:given=>""Lupis""}]"	Binary Phase Diagrams	chapter	Chapter VII in Chemical Thermodynamics of Materials		169
Optional	"[{:family=>""Ugural"", :given=>""A.C.""}]"	Stresses in Plates and Shells			1998	97
Optional	"[{:family=>""Shames"", :given=>""Irving H.""}, {:family=>""Dym"", :given=>""Clive L.""}]"	Energy and Finite Element Methods in Structural Mechanics: SI Units			1996	97
Optional	"[{:family=>""Timoshenko"", :given=>""Stephen P.""}, {:family=>""Woinowsky-Krieger"", :given=>""S.""}]"	Theory of Plates and Shells			1959	97
Optional	"[{:family=>""Hill"", :given=>""R.""}]"	Mathematical Theory of Plasticity	book		1950	97
Optional	"[{:family=>""Prager"", :given=>""W.""}, {:family=>""Hodge"", :given=>""P.G.""}]"	Theory of Perfectly Plastic Solids	book		1951	97
Optional	"[{:family=>""Prager"", :given=>""W.""}]"	Introduction to Plasticity	book		1959	97
Optional	"[{:family=>""Olszak"", :given=>""W.""}, {:family=>""Mroz"", :given=>""L.""}, {:family=>""Perzyna"", :given=>""P.""}]"	Recent Trends in the Development of the Theory of Plasticity	book		1963	97
Optional	"[{:family=>""Prager"", :given=>""W.""}]"	Introduction to Plasticity	book		1967	97
Optional	"[{:family=>""Calladine"", :given=>""C.""}]"	Engineering Plasticity	book		1969	97
Optional	"[{:family=>""Mroz"", :given=>""Z.""}]"	Mathematical Models of Inelastic Material Behavior	book		1973	97
Optional	"[{:family=>""Kachanov"", :given=>""L.""}]"	Fundamentals of the Theory of Plasticity	book		1974	97
Optional	"[{:family=>""Martin"", :given=>""J.B.""}]"	Plasticity: Fundamental and General Results			1975	97
Optional	"[{:family=>""Zyczkowski"", :given=>""M.""}]"	Combined Loadings in the Theory of Plasticity	book		1981	97
Optional	"[{:family=>""Calladine"", :given=>""C.""}]"	Plasticity for Engineers. E	book		1985	97
Optional	"[{:family=>""Lubliner"", :given=>""J.""}]"	Plasticity Theory	book		1990	97
Optional			paper-conference	Proceedings of IUTAM Symposium on Optimization in Structural Design	1973	97
Optional	"[{:family=>""Hodge"", :given=>""P.G.""}]"	Plastic Analysis of Structures	book		1959	97
Optional	"[{:family=>""Jaeger"", :given=>""A.""}, {:family=>""Sawczuck"", :given=>""A.""}]"	Load Carrying Capacity of Plates (in German	book		1963	97
Optional	"[{:family=>""Hodge"", :given=>""P.G.""}]"	Limit Analysis of Rotationally Symmetric Plates and Shells	book		1963	97
Optional	"[{:family=>""Olszak"", :given=>""W.""}, {:family=>""Sawczuk"", :given=>""A.""}]"	Inelastic Behavior of Shells	book		1969	97
Optional	"[{:family=>""Massonet"", :given=>""C.""}, {:family=>""Olszack"", :given=>""W.""}, {:family=>""Philips"", :given=>""A.""}]"	Plasticity in Structural Engineering Fundamentals and Applications	book		1979	97
Optional	"[{:family=>""Calladine"", :given=>""C.""}]"	Theory of Shell Structures	book		1983	97
Optional	"[{:family=>""Konig"", :given=>""A.""}]"	Shakedown of Elastic-Plastic Structures	book		1987	97
Optional	"[{:family=>""Kudo"", :given=>""H.""}]"	Study of Forging and Extrusion Processes	chapter	Koku Kenkya-sho Shu ko	1958	97
Optional	"[{:family=>""Szczepinski"", :given=>""W.""}]"	Introduction to the Mechanics of Plastic Forming of Metals. Alphen aan den Rijn	book		1979	97
Optional	"[{:family=>""Johnson"", :given=>""W.""}, {:family=>""Mellor"", :given=>""P.""}]"	Engineering Plasticity	book		1983	97
Optional	"[{:family=>""Goldsmith"", :given=>""W.""}]"	Impact: The Theory and Physical Behavior of Colliding Solids	book		1960	97
Optional	"[{:family=>""Cristescu"", :given=>""N.""}]"	Dynamic Plasticity	book		1967	97
Optional	"[{:family=>""Johnson"", :given=>""W.""}]"	Impact Strength of Materials	book		1972	97
Optional	"[{:family=>""Wierzbicki"", :given=>""T.""}]"	Design of Plastic Structures to Dynamic Loads			1981	97
Optional	"[{:family=>""Cristescu"", :given=>""C.""}, {:family=>""Suliciu"", :given=>""I.""}]"	Viscoplasticity	book		1982	97
Optional	"[{:family=>""McClintock"", :given=>""F.A.""}]"	Plasticity Aspects of Fracture	chapter	Fracture: An Advanced Treatise	1971	97
Optional	"[{:family=>""Hutchinson"", :given=>""J.W.""}]"	Nonlinear Fracture Mechanics	book		1979	97
Required	"[{:family=>""Shigley"", :given=>""Joseph""}, {:family=>""Mischke"", :given=>""Charles""}, {:family=>""Budynas"", :given=>""Richard""}]"	Mechanical Engineering Design			2003	141
Optional	"[{:family=>""Norton"", :given=>""Robert L.""}]"	Design of Machinery: An Introduction to the Synthesis and Analysis of Mechanisms and Machines			2007	141
Optional	"[{:family=>""Oberg"", :given=>""Erik""}, {:family=>""Jones"", :given=>""Franklin D.""}, {:family=>""Horton"", :given=>""Holbrook L.""}, {:family=>""Ryffel"", :given=>""Henry H.""}]"	Machinery’s Handbook			2008	141
Required	"[{:family=>""Chen"", :given=>""Skim""}, {:family=>""Shih-Chi""}, {:family=>""Culpepper"", :given=>""Martin L.""}]"	Design of a six-axis micro-scale nanopositioner - μHexFlex	article-journal	Precision Engineering	2006	141
Required	"[{:family=>""Samuelson"", :given=>""P.A.""}, {:family=>""Nordhaus"", :given=>""W.D.""}]"	Economics			2004	154
Required	"[{:family=>""Tietenberg"", :given=>""T.H.""}]"	Economics of the Environment - An Overview” and “Property Rights	article-journal	Environmental and Natural Resource Economics	1992	154
Required	"[{:family=>""Schleifer"", :given=>""Arthur"", :suffix=>""Jr""}]"	Calculating Net Present Values and Accumulations of Cash-Flow Streams	article-journal	Harvard Business School Note	1979	154
Required	"[{:family=>""Daly"", :given=>""H.E.""}]"	Beyond Growth			1997	154
Required	"[{:family=>""Economic Analysis"", :given=>""U.S.Department of Commerce"", :particle=>""Bureau of""}]"	Integrated Economic and Environmental Satellite Accounts			1994-04	154
Required	"[{:family=>""Kite-Powell"", :given=>""H.L.""}]"	Marine policy: shipping and ports	chapter	Encyclopedia of Ocean Sciences	2001	154
Required	"[{:family=>""Jin"", :given=>""D.""}]"	Supply and Demand of New Oil Tankers	article-journal	Marit Pol Mgmt	2003	154
Required		Committee on Oil Pollution Act of 1990 (Section 4115) Implementation Review	chapter	Double-Hull Tanker Legislation: An Assessment of the Oil Pollution Act of 1990	1997	154
Required	"[{:family=>""Marcus"", :given=>""H.S.""}]"	Interrelationship Between Strategy and Technology in the International Liner Market	article-journal	Mar Pol Rep	1989	154
Required	"[{:family=>""Goodman"", :given=>""Joseph W.""}]"	Statistical Optics			2000	140
Required	"[{:family=>""Bertero"", :given=>""Mario""}, {:family=>""Boccacci"", :given=>""Patrizia""}]"	Introduction to Inverse Problems in Imaging			1998	140
Required	"[{:family=>""Barbastathis"", :given=>""G.""}, {:family=>""Sinha"", :given=>""A.""}]"	Information Content of Volume Holographic Imaging	article-journal	Trends in Biotechnology	2001	140
Required	"[{:family=>""O’Sullivan"", :given=>""J.A.""}, {:family=>""Blahut"", :given=>""R.E.""}, {:family=>""Snyder"", :given=>""D.L.""}]"	Information-Theoretic Image Formation	article-journal	IEEE Transactions on Information Theory	1998	140
Required	"[{:family=>""Neifeld"", :given=>""M.A.""}]"	Information	article-journal	Optics Letters	1998	140
Required		Statistical solution to the two-point resolution problem” by G	paper-conference	Barbastathis	2001-11	140
Required		Axial imaging necessitates loss of lateral shift invariance” by A	paper-conference	Proceedings of the OSA Topical Meeting on Integrated Computational Imaging Systems (ICIS	2001-11	140
Optional		An Inventor’s Guide to Technology Transfer at MIT	book		2005-05	168
Optional		Preserving Your Patent Rights	book		2006	168
Optional	"[{:family=>""Pinker"", :given=>""Steven""}]"	The Moral Instinct	article-journal	New York Times	2008-01-13	168
Optional	"[{:family=>""Shockley"", :given=>""William""}]"	The Invention of the Transistor - ‘An Example of Creative-Failure Methodology.’	chapter	National Bureau of Standards	1974-05	168
Optional	"[{:family=>""Ghatak"", :given=>""A.K.""}]"	What is Light?” and “Simple Harmonic Motion	article-journal	Ghatak	2009	168
Optional		Year 11 Photovoltaic Engineering Module.” School of Photovoltaic and Renewable Energy Engineering	book			168
Required		Mechanically Scanned Television,” “Electronically Scanned Television,” and “Television Spin-Offs and Redundancies.” Chapters 5-7 in Winston			1998	168
Required	"[{:family=>""Ugural"", :given=>""Ansel C.""}, {:family=>""Fenster"", :given=>""Saul K.""}]"	Advanced Strength and Applied Elasticity			2003	96
Required	"[{:family=>""Williams"", :given=>""J.H."", :suffix=>""Jr""}]"	Fundamentals of Applied Dynamics			2006	69
Optional	"[{:family=>""Bedford"", :given=>""A.""}, {:family=>""Fowler"", :given=>""Wallace L.""}]"	Engineering Mechanics: Dynamics			1998	69
Required	"[{:family=>""Easley"", :given=>""David""}, {:family=>""Kleinberg"", :given=>""Jon""}]"	Networks			2010	7
Required	"[{:family=>""Jackson"", :given=>""Matthew O.""}]"	Social and Economic Networks			2010	7
